,date,year,month,SIE,AO,BS,CS,ESS,LS,KS,BNS,GS,CA,HB,BB
0,2012-08-01,2012,8,3784375,2188125,317500,257500,383750,150625,7500,54375,95625,303125,21875,0
1,2012-08-02,2012,8,3817500,2180625,332500,230625,438125,155625,14375,41875,120625,285000,16875,1250
2,2012-08-03,2012,8,3608750,2193125,261250,205625,338125,162500,19375,35000,113125,262500,16250,0
3,2012-08-04,2012,8,3522500,2157500,224375,294375,263125,165625,18125,45000,88125,243125,18750,1875
4,2012-08-05,2012,8,3431875,2135000,330000,114375,271250,164375,16875,46875,116875,220000,14375,1875
5,2012-08-06,2012,8,3430625,2164375,210000,185000,273750,163125,10625,46250,136250,221250,18750,1250
6,2012-08-07,2012,8,3426875,2166250,305000,168125,225625,160000,5625,56250,136250,193125,9375,1250
7,2012-08-08,2012,8,3420625,2187500,285625,166875,229375,172500,6250,57500,94375,206875,6875,625
8,2012-08-09,2012,8,3300625,2153125,263125,148125,223750,166875,7500,38125,59375,230000,9375,1250
9,2012-08-10,2012,8,3218125,2121875,257500,161875,188750,135000,8125,37500,48125,250625,1875,1250
10,2012-08-11,2012,8,3218750,2107500,270000,152500,133125,145000,6875,28125,98750,261875,11250,0
11,2012-08-12,2012,8,3121875,2087500,246250,106250,160000,145625,7500,46250,52500,268125,625,1250
12,2012-08-13,2012,8,3063125,2059375,256875,115000,92500,139375,11875,43125,65000,275625,1875,625
13,2012-08-14,2012,8,3047500,2070000,263750,58750,70625,134375,9375,49375,103125,275000,11875,625
14,2012-08-15,2012,8,2953750,2040000,251250,44375,61875,121250,5625,46875,96875,279375,3750,1875
15,2012-08-16,2012,8,2968125,2090000,245000,80000,76250,58125,1875,59375,84375,272500,0,625
16,2012-08-17,2012,8,2988125,2056250,209375,70625,135000,55000,3125,59375,115625,270000,12500,0
17,2012-08-18,2012,8,3039375,2077500,181875,60625,133125,110000,4375,58125,124375,276875,11875,0
18,2012-08-19,2012,8,2931250,2058125,185625,56250,121250,108125,3125,52500,91250,251250,3125,0
19,2012-08-20,2012,8,2873750,2088750,158125,49375,111250,53750,1250,66250,98125,242500,1250,1250
20,2012-08-21,2012,8,2795000,2028125,166250,23125,113750,23125,0,67500,110000,260625,1875,0
21,2012-08-22,2012,8,2763750,2021875,179375,36875,63125,40000,0,66875,97500,255000,1250,1875
22,2012-08-23,2012,8,2733750,2003125,217500,25625,43125,41875,0,62500,81875,256875,0,1250
23,2012-08-24,2012,8,2728125,2001250,217500,20000,43125,40625,0,51875,101250,250000,0,1250
24,2012-08-25,2012,8,2683750,1993125,205625,13750,43125,33125,0,50000,92500,251250,0,1250
25,2012-08-26,2012,8,2568125,1915625,181875,10000,41250,32500,0,43125,96250,238125,0,1875
26,2012-08-27,2012,8,2535000,1959375,164375,10625,40625,41250,0,24375,89375,200625,0,3125
27,2012-08-28,2012,8,2541250,1966250,159375,11250,47500,40625,0,24375,90625,195000,0,3750
28,2012-08-29,2012,8,2469375,1900000,160625,4375,41250,39375,0,24375,105625,188750,0,3750
29,2012-08-30,2012,8,2482500,1884375,177500,5625,38125,43125,0,21875,120000,188125,0,3125
30,2012-08-31,2012,8,2394375,1842500,182500,10000,34375,38125,0,20625,78750,183750,0,3125
31,2012-09-01,2012,9,2471250,1891250,185000,10625,30625,39375,0,17500,104375,190625,0,1875
32,2012-09-02,2012,9,2468750,1863750,188750,15000,30625,31875,0,16875,108125,211250,0,1875
33,2012-09-03,2012,9,2422500,1783750,194375,17500,26875,28125,0,20625,136250,213125,0,1250
34,2012-09-04,2012,9,2439375,1783750,211875,15625,23750,26250,0,18750,134375,217500,0,1875
35,2012-09-05,2012,9,2460625,1811875,212500,15000,22500,28125,0,21250,129375,216875,0,1875
36,2012-09-06,2012,9,2473125,1823750,200000,18750,23750,24375,0,23750,134375,220625,0,2500
37,2012-09-07,2012,9,2435625,1756250,203125,25000,20625,30625,0,26875,163750,203750,0,5625
38,2012-09-08,2012,9,2423125,1701875,220000,34375,27500,23750,0,27500,180000,200000,0,6875
39,2012-09-09,2012,9,2446875,1717500,228125,43125,27500,20625,0,25625,180000,198125,0,5625
40,2012-09-10,2012,9,2348125,1626250,231250,43125,31250,19375,0,30000,163750,196250,0,6875
41,2012-09-11,2012,9,2345625,1607500,240625,51875,31250,14375,0,30000,167500,199375,0,3125
42,2012-09-12,2012,9,2335000,1610625,236250,54375,32500,11875,0,21250,163750,199375,0,4375
43,2012-09-13,2012,9,2372500,1671875,233750,62500,35625,11875,0,20000,121875,209375,0,5625
44,2012-09-14,2012,9,2387500,1643125,248750,68750,37500,11875,0,19375,120000,229375,0,8125
45,2012-09-15,2012,9,2344375,1568750,253125,71875,38125,13750,0,15000,138125,236875,0,8125
46,2012-09-16,2012,9,2369375,1589375,261875,74375,45625,18125,0,11250,129375,228125,0,11250
47,2012-09-17,2012,9,2475000,1653750,266875,82500,53125,29375,0,10625,131875,234375,0,11875
48,2012-09-18,2012,9,2480625,1646250,262500,85000,68125,33125,0,5625,131875,236250,0,11875
49,2012-09-19,2012,9,2586875,1713125,272500,86875,73125,45625,0,3750,139375,240625,0,11875
50,2012-09-20,2012,9,2676250,1767500,285000,91875,75625,33750,0,3125,151250,255000,0,11875
51,2012-09-21,2012,9,2676875,1768750,293125,89375,76250,31250,0,3125,153750,250625,0,10625
52,2012-09-22,2012,9,2673125,1774375,289375,82500,81250,25000,0,4375,147500,255000,0,12500
53,2012-09-23,2012,9,2761875,1815625,287500,84375,88125,24375,0,6250,178750,264375,0,12500
54,2012-09-24,2012,9,2800625,1848125,252500,100000,80625,32500,0,8750,220000,244375,0,13750
55,2012-09-25,2012,9,2902500,1931250,256875,107500,76875,41250,0,11875,233125,228750,0,13125
56,2012-09-26,2012,9,2950000,1956875,250625,105625,93125,46250,0,13750,246250,223125,0,14375
57,2012-09-27,2012,9,3056250,1991875,277500,124375,103125,39375,0,19375,261250,226250,0,12500
58,2012-09-28,2012,9,3127500,2023750,296250,130625,109375,37500,0,21250,257500,240625,0,10625
59,2012-09-29,2012,9,3206250,2061875,301250,140000,141250,46875,0,24375,238125,239375,0,11875
60,2012-09-30,2012,9,3269375,2082500,309375,156875,136875,62500,0,26250,236875,246875,0,10625
61,2012-10-01,2012,10,3333750,2105625,315625,153750,133750,73750,0,26875,242500,269375,0,12500
62,2012-10-02,2012,10,3346875,2121250,311250,149375,133125,81875,0,29375,227500,278125,0,15000
63,2012-10-03,2012,10,3372500,2122500,310000,146875,140625,95625,0,24375,228125,290625,0,13125
64,2012-10-04,2012,10,3428125,2128750,301875,155000,163750,94375,0,26250,249375,297500,0,9375
65,2012-10-05,2012,10,3493750,2127500,321875,187500,151875,95000,0,28125,266875,305000,0,10000
66,2012-10-06,2012,10,3611875,2139375,358125,210625,158750,96875,0,36250,274375,322500,0,15000
67,2012-10-07,2012,10,3683750,2166875,365625,210625,173125,93750,0,38125,279375,341250,0,15000
68,2012-10-08,2012,10,3721875,2186250,376250,193750,161875,101875,0,41250,281875,359375,0,18750
69,2012-10-09,2012,10,3800000,2193125,390625,211250,169375,116875,0,32500,288125,376250,0,21875
70,2012-10-10,2012,10,3835000,2172500,403750,226250,172500,125625,0,28750,291875,391250,0,22500
71,2012-10-11,2012,10,3981250,2158750,426875,252500,195625,142500,625,37500,301250,426875,0,22500
72,2012-10-12,2012,10,4028750,2157500,441875,282500,196250,136875,1875,46875,304375,437500,0,22500
73,2012-10-13,2012,10,4147500,2199375,455000,292500,243750,153750,3125,45000,295625,435625,0,22500
74,2012-10-14,2012,10,4386250,2215625,445625,369375,346250,176875,3125,45000,301875,458125,0,22500
75,2012-10-15,2012,10,4655625,2225625,440625,462500,444375,211250,5625,45000,303750,493750,0,22500
76,2012-10-16,2012,10,4876250,2232500,450625,507500,523125,242500,6875,48125,323125,513125,0,22500
77,2012-10-17,2012,10,5066875,2226250,476250,578125,568750,270625,8125,46875,333750,521250,0,22500
78,2012-10-18,2012,10,5136250,2213750,495000,589375,598750,294375,11250,48125,338750,510000,0,21250
79,2012-10-19,2012,10,5273125,2201875,517500,580625,659375,318750,11875,47500,340625,561250,0,19375
80,2012-10-20,2012,10,5454375,2193750,542500,573750,720000,379375,15000,45000,345000,600625,625,20625
81,2012-10-21,2012,10,5685000,2191250,530625,566250,815625,481875,25000,43125,348125,645625,1875,22500
82,2012-10-22,2012,10,5883750,2192500,510000,553125,930625,556250,46875,45625,354375,651875,1250,22500
83,2012-10-23,2012,10,6146250,2210000,495625,565625,1016250,627500,65000,42500,365000,705625,625,23125
84,2012-10-24,2012,10,6199375,2203750,506250,548750,1005000,675000,72500,47500,375625,725000,0,22500
85,2012-10-25,2012,10,6291875,2185000,513750,550625,1040000,723125,74375,40625,383125,738125,0,22500
86,2012-10-26,2012,10,6321250,2181875,510000,593125,1036250,744375,83750,39375,384375,710000,0,21250
87,2012-10-27,2012,10,6404375,2178750,515000,599375,1108750,749375,91250,38750,373750,699375,0,21875
88,2012-10-28,2012,10,6525625,2173125,528750,641875,1146250,761250,105000,40000,368750,703750,0,21875
89,2012-10-29,2012,10,6714375,2172500,546250,676250,1188125,767500,133125,42500,360625,768125,625,22500
90,2012-10-30,2012,10,6890000,2181875,566875,728750,1208125,774375,161875,43125,373750,791875,1250,22500
91,2012-10-31,2012,10,7048750,2207500,612500,766875,1219375,783125,185625,43750,359375,806875,0,22500
92,2012-11-01,2012,11,7063125,2208125,630625,778125,1220000,776875,195625,41250,358125,791250,0,22500
93,2012-11-02,2012,11,7143125,2207500,642500,831250,1219375,765000,210000,33750,358750,809375,625,22500
94,2012-11-03,2012,11,7284375,2205625,674375,905000,1223750,773125,217500,31250,353125,830625,1250,22500
95,2012-11-04,2012,11,7381875,2195000,704375,931875,1224375,788125,223750,31875,366250,829375,3125,23125
96,2012-11-05,2012,11,7440625,2185625,732500,950000,1224375,795000,174375,34375,368125,877500,625,24375
97,2012-11-06,2012,11,7483125,2194375,766875,950000,1224375,781250,118750,41875,377500,908750,1250,24375
98,2012-11-07,2012,11,7536875,2205625,764375,963750,1223750,750625,111875,42500,385000,970625,5625,25625
99,2012-11-08,2012,11,7558125,2207500,768750,966250,1224375,739375,98125,45000,392500,995000,4375,33125
100,2012-11-09,2012,11,7610625,2194375,805000,981875,1220000,726875,99375,52500,389375,1009375,2500,45000
101,2012-11-10,2012,11,7675000,2175000,820000,998125,1222500,749375,112500,56875,391250,1012500,5625,53125
102,2012-11-11,2012,11,7876875,2173750,930000,1015625,1224375,761875,127500,58125,401875,1020625,7500,56875
103,2012-11-12,2012,11,7996250,2180625,963750,1036250,1224375,768750,136250,58125,408125,1016875,4375,73750
104,2012-11-13,2012,11,8079375,2179375,979375,1040625,1224375,783750,169375,58125,402500,1037500,8750,75000
105,2012-11-14,2012,11,8127500,2180625,980000,1045625,1224375,783750,195625,63125,393750,1048750,20625,81250
106,2012-11-15,2012,11,8272500,2188125,985625,1074375,1224375,797500,216875,55625,403750,1075625,26250,94375
107,2012-11-16,2012,11,8390000,2201250,986250,1129375,1223750,797500,235625,50625,394375,1076250,23750,114375
108,2012-11-17,2012,11,8488750,2220625,988750,1152500,1223750,797500,240000,53750,383750,1064375,47500,131250
109,2012-11-18,2012,11,8629375,2242500,988750,1162500,1224375,797500,252500,55000,390000,1092500,75625,146875
110,2012-11-19,2012,11,8798125,2271875,988750,1180625,1224375,797500,276250,52500,396875,1100625,100625,176250
111,2012-11-20,2012,11,8931250,2274375,988750,1201250,1224375,796250,321250,60625,401250,1102500,95000,203750
112,2012-11-21,2012,11,9041250,2276875,988750,1203125,1224375,796875,359375,81875,401250,1100625,90625,250625
113,2012-11-22,2012,11,9104375,2276250,988750,1200625,1224375,797500,376250,96875,390625,1102500,100625,269375
114,2012-11-23,2012,11,9212500,2276250,988750,1201250,1224375,797500,405625,106250,384375,1098125,153125,284375
115,2012-11-24,2012,11,9341250,2277500,988750,1206250,1223750,797500,430625,111875,371250,1100625,211250,310625
116,2012-11-25,2012,11,9451250,2277500,988750,1206250,1225000,797500,448750,121875,361875,1100625,270625,320000
117,2012-11-26,2012,11,9465000,2274375,988750,1205625,1223750,797500,465000,111875,365625,1102500,304375,300000
118,2012-11-27,2012,11,9425000,2276875,988750,1200625,1224375,793750,471250,100000,363125,1088125,353125,281250
119,2012-11-28,2012,11,9485625,2272500,988750,1200625,1223125,793750,488750,95625,370625,1087500,375625,295625
120,2012-11-29,2012,11,9611250,2270000,988750,1203750,1212500,790000,508750,126250,368750,1087500,421250,320000
121,2012-11-30,2012,11,9693750,2274375,988750,1202500,1224375,795625,486250,129375,376250,1092500,458125,346250
122,2012-12-01,2012,12,9724375,2275625,988750,1201875,1225000,795000,469375,130000,381250,1090625,502500,348125
123,2012-12-02,2012,12,9799375,2275625,988750,1203750,1225000,795000,512500,118750,384375,1095000,540625,350000
124,2012-12-03,2012,12,9976250,2276250,988750,1205625,1223125,797500,556250,126875,378125,1088750,608125,375625
125,2012-12-04,2012,12,10078125,2275625,988750,1206250,1224375,797500,577500,131875,377500,1088125,625000,395000
126,2012-12-05,2012,12,10179375,2275000,988750,1201875,1224375,797500,575000,146875,382500,1093125,675000,422500
127,2012-12-06,2012,12,10263125,2275000,988750,1196250,1225000,795000,561250,181875,396250,1104375,680000,437500
128,2012-12-07,2012,12,10301875,2275000,988750,1203125,1224375,795000,561875,194375,398750,1112500,655000,448125
129,2012-12-08,2012,12,10399375,2275625,988750,1204375,1225000,797500,584375,192500,398750,1118125,743750,408750
130,2012-12-09,2012,12,10496875,2274375,988750,1198125,1225000,797500,628125,177500,408750,1108125,819375,421250
131,2012-12-10,2012,12,10535000,2270625,988750,1197500,1224375,795625,602500,98125,421250,1110625,878125,461875
132,2012-12-11,2012,12,10596250,2268125,988750,1205000,1225000,794375,574375,80000,428750,1118750,918750,486250
133,2012-12-12,2012,12,10593750,2256250,988750,1206250,1224375,792500,551875,74375,433750,1119375,941875,496875
134,2012-12-13,2012,12,10641875,2249375,988750,1206250,1225000,786250,519375,67500,438125,1133750,960000,514375
135,2012-12-14,2012,12,10638750,2250000,988750,1206250,1224375,788125,456250,69375,445000,1131250,979375,508750
136,2012-12-15,2012,12,10685000,2251250,988750,1206250,1224375,797500,458125,73125,444375,1132500,978125,511250
137,2012-12-16,2012,12,10627500,2249375,988750,1206250,1225000,797500,431250,78750,444375,1130625,900000,526250
138,2012-12-17,2012,12,10675625,2260000,988750,1206250,1224375,796875,439375,105625,438125,1131250,896250,546875
139,2012-12-18,2012,12,10945625,2264375,988750,1205625,1224375,797500,569375,148750,440625,1133750,914375,550625
140,2012-12-19,2012,12,11009375,2266250,988750,1206250,1224375,797500,606250,131250,434375,1133125,923750,561875
141,2012-12-20,2012,12,10935625,2269375,988750,1205625,1224375,797500,568125,167500,422500,1131875,918125,566875
142,2012-12-21,2012,12,11015625,2261875,988750,1190625,1223750,797500,638750,166250,428125,1130625,951250,564375
143,2012-12-22,2012,12,11017500,2255625,988750,1185625,1224375,795625,573750,135625,433125,1126875,994375,583125
144,2012-12-23,2012,12,10999375,2258750,988750,1203125,1225000,797500,543750,126875,426875,1128125,969375,560625
145,2012-12-24,2012,12,11153750,2265625,986875,1202500,1224375,797500,627500,183750,430000,1130000,951250,543750
146,2012-12-25,2012,12,11304375,2266875,987500,1200000,1225000,797500,672500,214375,428125,1127500,1002500,508125
147,2012-12-26,2012,12,11391250,2266250,988750,1200625,1223750,797500,655000,194375,433750,1124375,1062500,519375
148,2012-12-27,2012,12,11430625,2248125,988750,1205000,1225000,797500,672500,148125,444375,1118750,1095625,558750
149,2012-12-28,2012,12,11548125,2246875,988750,1203125,1224375,797500,696250,148750,451250,1117500,1115000,603750
150,2012-12-29,2012,12,11593750,2237500,988750,1199375,1224375,797500,725625,124375,439375,1130000,1117500,635000
151,2012-12-30,2012,12,11650000,2225000,988750,1197500,1223750,797500,740000,106875,429375,1131875,1121875,679375
152,2012-12-31,2012,12,11625000,2212500,988750,1191875,1225000,797500,751250,92500,420625,1133125,1121875,693125
153,2013-01-01,2013,1,11578750,2205625,988750,1184375,1225000,797500,757500,73125,415000,1131875,1121875,690000
154,2013-01-02,2013,1,11648125,2196875,988750,1183750,1225000,797500,765625,73125,416875,1133125,1122500,680000
155,2013-01-03,2013,1,11738125,2192500,988750,1191875,1224375,797500,751250,73750,426875,1131250,1123125,701875
156,2013-01-04,2013,1,11808750,2193750,988750,1191875,1224375,797500,737500,76250,439375,1128125,1122500,715000
157,2013-01-05,2013,1,11844375,2193750,988750,1185625,1224375,797500,728125,83750,428750,1126875,1123750,746875
158,2013-01-06,2013,1,11934375,2185000,988750,1183125,1224375,797500,735000,91875,428750,1131875,1123125,775000
159,2013-01-07,2013,1,12028750,2159375,988750,1190000,1225000,797500,751250,87500,451875,1133125,1123750,771875
160,2013-01-08,2013,1,12051250,2141250,988750,1199375,1225000,797500,751875,93125,457500,1133750,1121250,750000
161,2013-01-09,2013,1,12059375,2163125,988750,1205000,1225000,797500,733750,110000,450625,1131250,1121875,762500
162,2013-01-10,2013,1,12162500,2178125,988750,1203750,1225000,797500,742500,135000,451250,1120625,1123125,796875
163,2013-01-11,2013,1,12221250,2195625,988750,1199375,1224375,797500,762500,131875,465000,1127500,1120625,825625
164,2013-01-12,2013,1,12357500,2223125,988750,1196875,1224375,796875,794375,139375,470000,1131250,1121250,864375
165,2013-01-13,2013,1,12378125,2239375,988750,1187500,1224375,797500,802500,148125,461250,1132500,1120000,821875
166,2013-01-14,2013,1,12462500,2251875,988125,1182500,1225000,797500,813125,171875,454375,1130625,1122500,797500
167,2013-01-15,2013,1,12609375,2254375,988750,1190000,1225000,797500,839375,221875,449375,1131875,1123125,790000
168,2013-01-16,2013,1,12726875,2250000,988750,1198125,1225000,797500,865625,258125,460625,1120000,1123125,835000
169,2013-01-17,2013,1,12679375,2239375,988750,1206250,1225000,797500,886875,229375,450625,1113125,1118125,852500
170,2013-01-18,2013,1,12634375,2234375,988750,1206250,1225000,797500,904375,216250,451875,1116250,1118750,896250
171,2013-01-19,2013,1,12649375,2248125,988750,1206250,1225000,797500,914375,219375,445625,1103750,1120000,920000
172,2013-01-20,2013,1,12658125,2243125,988750,1201250,1224375,797500,918125,275000,437500,1106250,1121875,913750
173,2013-01-21,2013,1,12726875,2243125,988750,1195625,1225000,797500,905000,280625,448750,1103125,1123750,926250
174,2013-01-22,2013,1,12766250,2255625,988750,1191250,1224375,795625,880625,255000,451250,1096875,1121250,900000
175,2013-01-23,2013,1,12774375,2251875,988750,1186875,1225000,796875,873750,219375,454375,1090000,1120625,881875
176,2013-01-24,2013,1,12919375,2251875,988750,1191875,1224375,797500,876250,231875,465625,1085625,1113125,890625
177,2013-01-25,2013,1,13045625,2256875,988750,1200625,1224375,797500,887500,278125,469375,1086875,1111875,866875
178,2013-01-26,2013,1,13093125,2260000,988750,1206250,1224375,797500,895000,313750,466250,1087500,1119375,873750
179,2013-01-27,2013,1,13112500,2260000,988750,1206250,1225000,797500,899375,340625,466875,1100000,1121250,900625
180,2013-01-28,2013,1,13141250,2263125,988750,1206250,1225000,797500,905625,351250,466250,1121250,1120625,910625
181,2013-01-29,2013,1,13146875,2261250,988750,1206250,1225000,797500,902500,366250,468125,1130625,1121250,928750
182,2013-01-30,2013,1,13130625,2264375,988750,1206250,1225000,797500,894375,360625,468750,1130000,1122500,953750
183,2013-01-31,2013,1,13160000,2264375,988750,1206250,1224375,797500,890000,334375,474375,1133125,1119375,943750
184,2013-02-01,2013,2,13181875,2264375,988750,1206250,1225000,797500,888750,320000,486875,1130000,1112500,923125
185,2013-02-02,2013,2,13165625,2268125,988750,1204375,1225000,797500,892500,320000,489375,1115000,1109375,905625
186,2013-02-03,2013,2,13196875,2265000,988750,1198750,1225000,797500,894375,308750,484375,1113125,1123125,965625
187,2013-02-04,2013,2,13221875,2259375,988750,1200000,1224375,797500,891250,306875,477500,1120000,1122500,988125
188,2013-02-05,2013,2,13215625,2260625,988750,1204375,1224375,797500,885000,300000,485625,1127500,1122500,950000
189,2013-02-06,2013,2,13267500,2265000,988750,1206250,1224375,797500,889375,291875,491875,1123750,1110625,930000
190,2013-02-07,2013,2,13415000,2265625,988750,1206250,1225000,797500,891875,310625,495625,1125000,1118750,966875
191,2013-02-08,2013,2,13515625,2259375,988750,1206250,1225000,797500,895000,340000,500625,1123125,1123125,1001250
192,2013-02-09,2013,2,13554375,2260625,988750,1206250,1225000,797500,900625,335625,498125,1128125,1121250,1014375
193,2013-02-10,2013,2,13625000,2265000,988750,1206250,1225000,797500,898125,320000,483750,1126875,1122500,1041875
194,2013-02-11,2013,2,13636250,2269375,988750,1200625,1225000,796875,886250,326875,465000,1129375,1123125,1041875
195,2013-02-12,2013,2,13787500,2272500,988750,1205625,1225000,797500,884375,346250,488750,1128750,1121250,1053750
196,2013-02-13,2013,2,13843125,2270625,988750,1206250,1224375,797500,896875,342500,483750,1133750,1123125,1058125
197,2013-02-14,2013,2,13860000,2270000,988750,1204375,1224375,797500,907500,332500,486875,1130625,1122500,1036875
198,2013-02-15,2013,2,13893125,2270000,988750,1205625,1225000,797500,889375,328750,497500,1131875,1123750,1029375
199,2013-02-16,2013,2,13846875,2275625,988750,1206250,1225000,797500,873750,345000,502500,1133125,1123125,1027500
200,2013-02-17,2013,2,13858750,2271875,988750,1206250,1225000,797500,888750,370625,503750,1132500,1123125,1031250
201,2013-02-18,2013,2,13808750,2275000,988750,1206250,1224375,797500,916875,381250,508125,1131875,1121875,1015625
202,2013-02-19,2013,2,13803125,2275625,988750,1206250,1225000,797500,912500,409375,505625,1131875,1122500,1003750
203,2013-02-20,2013,2,13867500,2274375,988750,1204375,1225000,797500,923750,411875,499375,1130625,1118125,992500
204,2013-02-21,2013,2,13901875,2276250,988750,1198125,1225000,797500,921875,405625,496250,1128125,1119375,991875
205,2013-02-22,2013,2,13955625,2275625,988750,1198750,1224375,797500,925000,426250,498750,1133125,1123750,996875
206,2013-02-23,2013,2,14034375,2276875,988750,1201250,1224375,797500,938125,445000,487500,1131250,1122500,1006875
207,2013-02-24,2013,2,14088125,2273125,988750,1196875,1225000,797500,941250,462500,482500,1128125,1123125,1021250
208,2013-02-25,2013,2,14203750,2274375,988750,1195625,1225000,797500,947500,468750,480625,1129375,1120625,1027500
209,2013-02-26,2013,2,14219375,2275625,988125,1196875,1225000,797500,951250,457500,478125,1128750,1123125,1043125
210,2013-02-27,2013,2,14233125,2275625,988750,1201250,1225000,797500,950625,464375,473125,1128125,1123125,1050000
211,2013-02-28,2013,2,14209375,2275625,986875,1196250,1225000,797500,946875,456875,470000,1130000,1121875,1042500
212,2013-03-01,2013,3,14225000,2275000,988750,1198750,1224375,797500,946875,463750,478750,1130000,1121250,1036250
213,2013-03-02,2013,3,14139375,2275000,988125,1201875,1224375,797500,950000,468750,476250,1133125,1121250,1008750
214,2013-03-03,2013,3,14013750,2273750,988750,1196875,1225000,797500,956875,492500,468750,1131875,1121875,974375
215,2013-03-04,2013,3,14035625,2275000,987500,1200625,1224375,797500,965000,503125,461250,1133125,1117500,965625
216,2013-03-05,2013,3,14021250,2275000,988750,1195000,1225000,797500,969375,503750,463125,1131875,1115625,980625
217,2013-03-06,2013,3,14013750,2273125,988750,1194375,1224375,797500,973750,505000,452500,1130000,1123125,981250
218,2013-03-07,2013,3,13991875,2275000,988750,1198125,1224375,797500,978125,521875,448750,1132500,1122500,993125
219,2013-03-08,2013,3,13995625,2273125,985625,1193125,1225000,797500,977500,545625,456875,1128750,1121250,1006875
220,2013-03-09,2013,3,14068750,2273750,979375,1187500,1225000,797500,981875,563125,462500,1127500,1121250,1025625
221,2013-03-10,2013,3,14130625,2275000,983750,1199375,1225000,797500,985000,563750,475625,1131250,1123125,1030000
222,2013-03-11,2013,3,14084375,2274375,988750,1205625,1224375,797500,979375,575000,486250,1131875,1118125,1016250
223,2013-03-12,2013,3,14100625,2274375,988750,1206250,1225000,797500,986250,583750,481250,1128750,1116875,999375
224,2013-03-13,2013,3,14200625,2275000,988750,1206250,1225000,797500,1001250,608125,484375,1123750,1117500,1020000
225,2013-03-14,2013,3,14182500,2273125,988750,1206250,1225000,797500,991875,614375,486875,1125000,1117500,1008125
226,2013-03-15,2013,3,14058750,2274375,988750,1201875,1225000,797500,972500,613750,506875,1128750,1107500,942500
227,2013-03-16,2013,3,14121250,2273750,988750,1199375,1224375,797500,973750,608125,506875,1128125,1117500,950625
228,2013-03-17,2013,3,14166250,2275000,988750,1201875,1224375,797500,974375,601875,493750,1125625,1121875,948750
229,2013-03-18,2013,3,14131875,2274375,986875,1205000,1224375,797500,985625,587500,483750,1119375,1123125,942500
230,2013-03-19,2013,3,14049375,2273750,988750,1206250,1225000,797500,986875,579375,475625,1116875,1120625,939375
231,2013-03-20,2013,3,13851875,2274375,988750,1206250,1224375,797500,976875,584375,446250,1120625,1121250,923125
232,2013-03-21,2013,3,13765625,2274375,988750,1206250,1225000,797500,979375,585625,431875,1122500,1116875,904375
233,2013-03-22,2013,3,13688125,2273750,988750,1206250,1224375,797500,991875,610000,430625,1135000,1098125,874375
234,2013-03-23,2013,3,13671875,2274375,988750,1206250,1225000,797500,995000,635000,434375,1130000,1087500,853125
235,2013-03-24,2013,3,13665625,2274375,988750,1206250,1224375,797500,1001250,652500,445625,1133125,1078750,841250
236,2013-03-25,2013,3,13719375,2275625,988125,1206250,1224375,797500,1004375,657500,448125,1133750,1076875,840625
237,2013-03-26,2013,3,13804375,2274375,978750,1206250,1225000,797500,1003125,656250,456875,1131875,1084375,851875
238,2013-03-27,2013,3,13760625,2276250,982500,1206250,1224375,797500,1004375,620625,470000,1131875,1085625,858750
239,2013-03-28,2013,3,13687500,2279375,988750,1206250,1225000,797500,995000,592500,483125,1124375,1088750,881250
240,2013-03-29,2013,3,13710625,2278750,988750,1206250,1225000,797500,980000,590000,486250,1127500,1106875,886875
241,2013-03-30,2013,3,13696875,2276250,988750,1206250,1225000,797500,976250,588750,486250,1128125,1108125,890000
242,2013-03-31,2013,3,13703125,2278125,988750,1206250,1225000,797500,970625,578750,494375,1126250,1110000,890000
243,2013-04-01,2013,4,13690625,2275625,988750,1206250,1225000,797500,958125,560625,503750,1128125,1098125,898125
244,2013-04-02,2013,4,13618125,2276250,988750,1205000,1224375,797500,955625,545000,518125,1131875,1080625,900000
245,2013-04-03,2013,4,13495625,2274375,988750,1205625,1225000,797500,951250,525625,521875,1127500,1075625,881250
246,2013-04-04,2013,4,13378750,2274375,988750,1204375,1225000,797500,948125,525625,528125,1129375,1080625,860000
247,2013-04-05,2013,4,13335625,2277500,988750,1205000,1224375,797500,951250,544375,518750,1116250,1090625,865625
248,2013-04-06,2013,4,13371875,2276875,988750,1205625,1225000,797500,968750,566250,514375,1102500,1095000,873750
249,2013-04-07,2013,4,13453125,2278125,988750,1206250,1225000,797500,976875,600000,526875,1095000,1096250,860000
250,2013-04-08,2013,4,13478125,2278125,988750,1206250,1225000,797500,975000,626250,528125,1094375,1105000,870000
251,2013-04-09,2013,4,13546875,2277500,988750,1206250,1225000,797500,986875,639375,532500,1096875,1105625,876250
252,2013-04-10,2013,4,13556875,2276250,988750,1205625,1224375,797500,1002500,640625,530000,1105000,1094375,881250
253,2013-04-11,2013,4,13506250,2278125,988750,1206250,1225000,786250,1003750,615000,531250,1111875,1102500,874375
254,2013-04-12,2013,4,13457500,2276875,988750,1206250,1224375,794375,1002500,603125,530000,1109375,1106875,878125
255,2013-04-13,2013,4,13377500,2278125,988750,1206250,1225000,796875,1003125,593125,531250,1112500,1096875,877500
256,2013-04-14,2013,4,13311250,2278750,988750,1206250,1225000,797500,977500,589375,521875,1107500,1096875,886875
257,2013-04-15,2013,4,13175625,2276875,988750,1206250,1224375,797500,961875,583750,520625,1119375,1085000,883750
