,date,year,month,SIE,AO,BS,CS,ESS,LS,KS,BNS,GS,CA,HB,BB
2261,2018-10-20,2018,10,5254375,2143750,937500,367500,398750,111250,625,29375,258125,962500,4375,25000
2262,2018-10-21,2018,10,5423750,2141250,951875,393750,471875,131875,1875,23750,258125,988125,5000,26250
2263,2018-10-22,2018,10,5591875,2128125,926875,498125,548750,153125,5625,18750,247500,1008125,2500,36250
2264,2018-10-23,2018,10,5691875,2127500,911875,523125,607500,182500,8750,13750,243125,998125,3125,45000
2265,2018-10-24,2018,10,5821250,2132500,890000,548125,667500,218750,23125,10625,243125,1001875,4375,55000
2266,2018-10-25,2018,10,6005000,2162500,885625,558750,725625,277500,28750,10625,253125,1006250,3750,64375
2267,2018-10-26,2018,10,6239375,2182500,901875,585625,786875,359375,62500,13750,253750,970625,5625,77500
2268,2018-10-27,2018,10,6418125,2202500,896250,598125,830000,415000,58750,18125,269375,991250,5625,93125
2269,2018-10-28,2018,10,6509375,2224375,922500,632500,856875,345625,40625,18750,275000,1030625,6250,104375
2270,2018-10-29,2018,10,6579375,2222500,940625,640000,849375,332500,74375,12500,286250,1039375,12500,111875
2271,2018-10-30,2018,10,6795625,2216250,956875,629375,887500,431250,111875,18125,271875,1058125,17500,140000
2272,2018-10-31,2018,10,6995000,2226875,956875,608750,921875,531250,146875,15625,276250,1066250,22500,163750
2273,2018-11-01,2018,11,7200000,2238125,958750,588750,971875,630000,170625,16250,279375,1074375,25625,181875
2274,2018-11-02,2018,11,7439375,2243125,965000,601250,1026875,713125,220625,20625,278750,1083750,30625,194375
2275,2018-11-03,2018,11,7659375,2250625,975000,641875,1054375,775000,251250,21875,270625,1098125,41875,213125
2276,2018-11-04,2018,11,7848750,2253125,985000,649375,1127500,791250,291875,19375,265625,1119375,48750,235625
2277,2018-11-05,2018,11,7970625,2254375,987500,623125,1168125,794375,348125,15000,267500,1123750,57500,265625
2278,2018-11-06,2018,11,8075625,2253750,987500,606875,1179375,796875,416250,12500,271250,1126250,48125,308750
2279,2018-11-07,2018,11,8118125,2250000,985625,596250,1186250,797500,461875,8750,275625,1127500,46250,318750
2280,2018-11-08,2018,11,8215000,2247500,986875,626875,1197500,797500,492500,10625,272500,1118750,60625,332500
2281,2018-11-09,2018,11,8273125,2242500,988125,657500,1198125,797500,511250,10625,265000,1125000,64375,340000
2282,2018-11-10,2018,11,8354375,2238125,988750,711250,1203125,796875,496250,13750,257500,1131875,87500,356875
2283,2018-11-11,2018,11,8446250,2235000,988750,750000,1209375,796250,511250,13125,268125,1130625,100000,369375
2284,2018-11-12,2018,11,8555000,2223125,988750,777500,1210625,797500,550000,20625,290625,1128750,99375,391250
2285,2018-11-13,2018,11,8623750,2231875,988750,793750,1212500,795000,548750,23750,304375,1131875,108125,401250
2286,2018-11-14,2018,11,8659375,2246875,988750,772500,1212500,790625,568750,21875,308750,1131875,125625,408750
2287,2018-11-15,2018,11,8806250,2247500,988750,813125,1220625,795625,601875,25625,321250,1135625,154375,412500
2288,2018-11-16,2018,11,8839375,2248750,988750,833125,1218125,790625,588750,32500,321250,1126875,182500,422500
2289,2018-11-17,2018,11,8941250,2257500,988750,815625,1216875,784375,640000,30625,321250,1127500,243750,433750
2290,2018-11-18,2018,11,9077500,2258125,986875,816250,1218750,792500,654375,29375,315625,1126250,325625,465000
2291,2018-11-19,2018,11,9163125,2252500,984375,826875,1219375,797500,636875,28750,318125,1130625,413125,468750
2292,2018-11-20,2018,11,9291875,2260000,970625,835000,1223125,785000,691875,38750,329375,1128750,491875,451250
2293,2018-11-21,2018,11,9413750,2258125,965000,825000,1223750,786875,733750,46875,346250,1113750,558125,451250
2294,2018-11-22,2018,11,9542500,2263125,975000,817500,1221250,788750,763750,55625,356250,1119375,604375,462500
2295,2018-11-23,2018,11,9556250,2264375,986875,830625,1222500,792500,781250,63125,364375,1126875,565625,433750
2296,2018-11-24,2018,11,9566875,2263750,988750,850000,1225000,793125,780625,77500,381250,1120000,522500,437500
2297,2018-11-25,2018,11,9642500,2263750,988750,871875,1223750,793125,793750,97500,392500,1128125,515625,444375
2298,2018-11-26,2018,11,9704375,2265625,988750,890000,1225000,797500,806875,108750,405625,1131250,507500,446875
2299,2018-11-27,2018,11,9731250,2266875,980625,905625,1224375,797500,822500,106250,391875,1125625,511250,465000
2300,2018-11-28,2018,11,9730000,2265000,980625,906875,1225000,797500,821250,100000,378750,1121875,514375,480625
2301,2018-11-29,2018,11,9774375,2258750,986875,898125,1224375,797500,823125,80000,380000,1123750,536875,498750
2302,2018-11-30,2018,11,9882500,2253125,988750,909375,1222500,797500,826250,72500,373750,1131875,621875,515000
2303,2018-12-01,2018,12,9874375,2251875,988750,916875,1220625,797500,822500,66250,361250,1134375,638125,527500
2304,2018-12-02,2018,12,9855625,2248125,988750,900000,1225000,797500,799375,56250,365625,1127500,668125,535000
2305,2018-12-03,2018,12,9857500,2245000,988750,913125,1224375,796250,736250,54375,373125,1130000,708750,538125
2306,2018-12-04,2018,12,9863750,2247500,988750,923750,1225000,785000,688125,54375,379375,1128750,738125,534375
2307,2018-12-05,2018,12,9950000,2238125,988750,955625,1225000,787500,673750,48750,390000,1126250,790000,555000
2308,2018-12-06,2018,12,10068125,2227500,988750,974375,1225000,791875,668750,43125,402500,1125625,873125,571250
2309,2018-12-07,2018,12,10179375,2225000,988750,993125,1225000,789375,649375,48750,401250,1127500,950000,601875
2310,2018-12-08,2018,12,10260000,2221250,988750,1020625,1225000,791250,609375,50625,403125,1131875,989375,636875
2311,2018-12-09,2018,12,10380000,2226875,988750,1061875,1224375,791250,615000,58750,410625,1134375,995625,657500
2312,2018-12-10,2018,12,10480625,2228125,988750,1086875,1224375,791875,610000,65000,420000,1123750,1042500,660000
2313,2018-12-11,2018,12,10563125,2240000,988750,1101250,1225000,791875,642500,81250,417500,1111250,1068750,644375
2314,2018-12-12,2018,12,10575000,2250000,988750,1115625,1225000,789375,658750,96250,403750,1125625,1022500,626250
2315,2018-12-13,2018,12,10580000,2258750,988750,1145000,1224375,791250,699375,100000,408125,1130625,911250,621875
2316,2018-12-14,2018,12,10646875,2263125,988125,1179375,1225000,795625,745000,104375,403750,1131250,859375,613750
2317,2018-12-15,2018,12,10794375,2265000,988750,1201875,1224375,796875,758125,106250,403125,1133750,891875,631875
2318,2018-12-17,2018,12,10821875,2259375,985625,1205000,1224375,797500,722500,105625,385625,1120000,901875,653125
2319,2018-12-18,2018,12,10869375,2261875,987500,1206250,1225000,797500,740625,114375,368750,1120000,940625,641250
2320,2018-12-19,2018,12,10945625,2258750,988750,1206250,1224375,797500,795000,115000,367500,1121250,956250,660000
2321,2018-12-20,2018,12,10983125,2256875,988750,1206250,1224375,797500,766250,117500,373125,1123125,983750,678750
2322,2018-12-21,2018,12,11086875,2251875,988750,1206250,1225000,797500,768125,128125,376875,1128125,1015625,675625
2323,2018-12-22,2018,12,11147500,2250625,988750,1206250,1224375,796875,749375,115625,387500,1131250,1025000,685000
2324,2018-12-23,2018,12,11135000,2255625,988750,1206250,1225000,795000,690625,126250,398125,1131875,1055000,662500
2325,2018-12-24,2018,12,11163125,2262500,988750,1205000,1224375,791250,669375,137500,405000,1131250,1081250,648125
2326,2018-12-25,2018,12,11162500,2265625,988750,1198125,1225000,793125,692500,145625,396875,1132500,1088750,620625
2327,2018-12-26,2018,12,11190625,2271250,988750,1204375,1224375,796250,696250,155000,394375,1132500,1090625,607500
2328,2018-12-27,2018,12,11191875,2271875,987500,1206250,1224375,794375,673125,155000,393125,1126875,1089375,620625
2329,2018-12-28,2018,12,11241875,2275000,987500,1206250,1225000,786250,645625,173125,393125,1115000,1113750,645625
2330,2018-12-29,2018,12,11380625,2276250,988750,1206250,1225000,785625,668125,196875,401250,1123750,1115000,693750
2331,2018-12-30,2018,12,11398125,2275000,988750,1206250,1225000,795625,683125,203125,410000,1131250,1106250,698750
2332,2018-12-31,2018,12,11557500,2273125,988750,1206250,1224375,795625,695625,205625,414375,1128750,1121250,745625
2333,2019-01-01,2019,1,11741250,2275000,988750,1201875,1225000,797500,721250,221250,424375,1133125,1123750,795625
2334,2019-01-02,2019,1,11861250,2275625,988750,1205000,1225000,797500,773750,241875,426875,1134375,1121875,788125
2335,2019-01-03,2019,1,11993125,2273750,988750,1206250,1225000,797500,816250,258750,421875,1133750,1123125,830000
2336,2019-01-04,2019,1,12093750,2275000,988750,1206250,1225000,797500,826875,245625,418750,1130000,1123125,866250
2337,2019-01-05,2019,1,12095000,2276875,988750,1206250,1225000,797500,801250,250000,418125,1122500,1122500,862500
2338,2019-01-06,2019,1,12058750,2274375,988750,1206250,1225000,797500,811875,247500,424375,1135000,1123125,838750
2339,2019-01-07,2019,1,12071875,2275625,988750,1206250,1224375,797500,830625,231875,436250,1133125,1121875,830625
2340,2019-01-08,2019,1,12136875,2275625,988750,1206250,1225000,797500,861250,238125,435000,1127500,1123125,848125
2341,2019-01-09,2019,1,12206250,2274375,988750,1206250,1225000,797500,881875,256875,421875,1126875,1121875,880625
2342,2019-01-10,2019,1,12246875,2273125,988750,1206250,1225000,797500,901875,228125,420625,1134375,1121875,879375
2343,2019-01-11,2019,1,12206875,2273750,988750,1206250,1224375,797500,879375,194375,408125,1130625,1116250,858750
2344,2019-01-12,2019,1,12177500,2275000,988750,1206250,1223125,797500,843750,192500,398125,1131250,1120000,846250
2345,2019-01-13,2019,1,12238125,2275000,988750,1206250,1225000,797500,830625,210000,403125,1131875,1114375,856875
2346,2019-01-14,2019,1,12378750,2276250,988750,1200625,1224375,797500,837500,231250,420000,1129375,1118125,878750
2347,2019-01-15,2019,1,12411875,2274375,988750,1193750,1225000,797500,851875,268125,408750,1128750,1120625,891875
2348,2019-01-16,2019,1,12479375,2274375,986875,1202500,1225000,797500,876875,310000,414375,1130625,1121875,910625
2349,2019-01-17,2019,1,12540625,2275000,983125,1206250,1225000,797500,885000,325625,413750,1127500,1123750,947500
2350,2019-01-18,2019,1,12646250,2275625,981250,1206250,1225000,797500,900000,343750,425000,1131250,1122500,940625
2351,2019-01-19,2019,1,12671875,2275000,981875,1206250,1225000,797500,910625,356875,433125,1128750,1123750,946250
2352,2019-01-20,2019,1,12736875,2274375,988750,1206250,1225000,797500,916875,369375,423125,1130000,1122500,950625
2353,2019-01-21,2019,1,12703750,2274375,988750,1206250,1224375,797500,912500,383125,410625,1133125,1122500,980625
2354,2019-01-22,2019,1,12707500,2273125,988750,1206250,1224375,797500,919375,395625,393750,1133750,1121875,960000
2355,2019-01-23,2019,1,12726250,2274375,988750,1206250,1225000,797500,923125,398750,381250,1133750,1121875,957500
2356,2019-01-24,2019,1,12794375,2273750,988125,1206250,1225000,797500,934375,413750,375625,1129375,1122500,983125
2357,2019-01-25,2019,1,12780000,2275000,988750,1205625,1225000,797500,931875,413125,377500,1134375,1122500,962500
2358,2019-01-26,2019,1,12846875,2273750,988750,1205000,1224375,797500,934375,428750,385625,1130625,1120000,926250
2359,2019-01-27,2019,1,12895625,2273750,988750,1196875,1224375,797500,946250,424375,400625,1128125,1106875,910000
2360,2019-01-28,2019,1,12919375,2275000,987500,1202500,1225000,797500,944375,394375,400000,1127500,1116250,942500
2361,2019-01-29,2019,1,12980000,2274375,987500,1206250,1225000,797500,943750,375000,396250,1126250,1121250,956875
2362,2019-01-30,2019,1,13021250,2276875,988750,1206250,1224375,797500,945625,348125,397500,1122500,1123125,964375
2363,2019-01-31,2019,1,12881875,2274375,988750,1206250,1224375,797500,937500,317500,397500,1134375,1120625,928125
2364,2019-02-01,2019,2,12770000,2273125,988750,1206250,1224375,797500,926250,301875,390625,1130625,1100625,929375
2365,2019-02-02,2019,2,12731875,2273125,988750,1206250,1225000,797500,930625,303125,386875,1131250,1100000,941250
2366,2019-02-03,2019,2,12826875,2272500,988750,1205625,1224375,797500,930000,293125,386875,1130625,1110625,956875
2367,2019-02-04,2019,2,12863750,2266875,988125,1205625,1224375,796250,918750,270625,386250,1129375,1121875,960000
2368,2019-02-05,2019,2,12867500,2264375,988750,1206250,1225000,793750,906875,254375,384375,1126250,1121875,965625
2369,2019-02-06,2019,2,12945000,2269375,988750,1205625,1225000,797500,905625,258125,383750,1123750,1121250,972500
2370,2019-02-07,2019,2,13038750,2263750,988750,1203125,1225000,795000,900625,261875,395625,1125000,1121250,984375
2371,2019-02-08,2019,2,13127500,2265625,985625,1204375,1225000,794375,905000,276875,405000,1123125,1119375,1013125
2372,2019-02-09,2019,2,13090625,2268750,986875,1204375,1225000,796875,915000,312500,401250,1125000,1121875,1006875
2373,2019-02-10,2019,2,13126875,2273750,988750,1203125,1224375,797500,921875,328750,408125,1132500,1122500,973750
2374,2019-02-11,2019,2,13147500,2273750,988750,1206250,1224375,797500,921250,343750,408125,1129375,1121875,928750
2375,2019-02-12,2019,2,13201250,2274375,988750,1204375,1224375,797500,923125,356875,410000,1129375,1122500,913125
2376,2019-02-13,2019,2,13428125,2273750,988750,1206250,1225000,797500,931250,385625,410625,1129375,1122500,938125
2377,2019-02-14,2019,2,13505000,2277500,988750,1206250,1224375,797500,940000,421875,412500,1131875,1123125,973750
2378,2019-02-15,2019,2,13451250,2273750,988750,1206250,1224375,797500,939375,416875,414375,1133750,1122500,962500
2379,2019-02-16,2019,2,13443125,2274375,988750,1205000,1225000,797500,940625,430000,407500,1131875,1123750,995625
2380,2019-02-17,2019,2,13450625,2275000,988750,1202500,1224375,797500,948125,468125,402500,1130000,1120625,983750
2381,2019-02-18,2019,2,13510625,2275000,988750,1206250,1224375,797500,957500,486875,399375,1120000,1118125,958750
2382,2019-02-19,2019,2,13611250,2275000,988750,1206250,1225000,797500,958750,515000,398750,1129375,1122500,941250
2383,2019-02-20,2019,2,13664375,2275625,988750,1206250,1224375,797500,963750,534375,402500,1127500,1122500,951875
2384,2019-02-21,2019,2,13778125,2275625,988750,1206250,1224375,797500,967500,536875,395625,1127500,1122500,958750
2385,2019-02-22,2019,2,13764375,2275625,988750,1205625,1224375,797500,962500,511875,394375,1121250,1116250,965000
2386,2019-02-23,2019,2,13593125,2273750,988750,1203750,1224375,796875,936250,470625,400625,1121250,1118750,960625
2387,2019-02-24,2019,2,13511250,2275625,988750,1198125,1225000,797500,935625,468750,396875,1126250,1120625,961250
2388,2019-02-25,2019,2,13533750,2274375,988750,1191250,1225000,797500,943125,470625,394375,1126250,1123750,970000
2389,2019-02-26,2019,2,13460625,2275000,988750,1188125,1224375,797500,944375,482500,395625,1130000,1121250,961875
2390,2019-02-27,2019,2,13414375,2273750,988750,1182500,1225000,797500,945000,490000,398750,1135000,1123750,931250
2391,2019-02-28,2019,2,13381250,2276250,988750,1176250,1225000,797500,965000,489375,400625,1131250,1121250,886875
2392,2019-03-01,2019,3,13386250,2275625,988750,1171875,1224375,797500,963750,505000,398125,1109375,1118750,870000
2393,2019-03-02,2019,3,13430000,2275000,988750,1185000,1225000,797500,977500,531250,405000,1100000,1120625,873750
2394,2019-03-03,2019,3,13540625,2276250,988750,1191250,1224375,797500,991875,568750,407500,1101875,1123125,911250
2395,2019-03-04,2019,3,13573125,2275000,988750,1159375,1225000,797500,976875,587500,405000,1121250,1123125,928750
2396,2019-03-05,2019,3,13611250,2276875,988750,1171875,1224375,797500,960000,571875,415625,1130625,1121875,940000
2397,2019-03-06,2019,3,13589375,2275625,988750,1185625,1225000,797500,961875,558125,422500,1132500,1123125,928750
2398,2019-03-07,2019,3,13635000,2275625,988750,1203750,1224375,797500,963125,541250,425625,1128125,1121250,906250
2399,2019-03-08,2019,3,13605000,2276250,988750,1206250,1224375,797500,965625,547500,432500,1130625,1114375,893750
2400,2019-03-09,2019,3,13548125,2275625,988750,1203750,1224375,797500,971250,566250,430625,1130000,1118125,889375
2401,2019-03-10,2019,3,13611875,2275625,988750,1198125,1224375,797500,989375,588125,437500,1131875,1120625,893125
2402,2019-03-11,2019,3,13775625,2276250,988750,1200625,1224375,797500,1005000,614375,434375,1131250,1121875,940625
2403,2019-03-12,2019,3,13778750,2276875,988750,1203750,1225000,797500,1010000,618750,425625,1131250,1121250,933750
2404,2019-03-13,2019,3,13748125,2274375,988750,1204375,1225000,797500,1006875,620625,426875,1131875,1122500,941875
2405,2019-03-14,2019,3,13729375,2276875,988750,1197500,1225000,797500,1005625,619375,420625,1130625,1121875,964375
2406,2019-03-15,2019,3,13690000,2276250,986875,1196250,1225000,797500,999375,587500,421250,1131250,1120625,982500
2407,2019-03-16,2019,3,13509375,2275000,986875,1199375,1225000,797500,976250,577500,421250,1133125,1111250,956250
2408,2019-03-17,2019,3,13486250,2274375,985000,1198750,1224375,797500,956875,560000,423125,1132500,1108125,930000
2409,2019-03-20,2019,3,13554375,2273750,988750,1206250,1225000,793750,979375,534375,403125,1125625,1119375,980625
2410,2019-03-21,2019,3,13587500,2276875,988750,1206250,1225000,796250,986875,500625,421875,1133125,1120000,994375
2411,2019-03-22,2019,3,13409375,2275000,988750,1201250,1225000,797500,981875,463750,426250,1131875,1121250,961875
2412,2019-03-23,2019,3,13215625,2274375,988125,1196250,1225000,797500,951250,454375,421250,1130000,1112500,971875
2413,2019-03-24,2019,3,13083750,2274375,983750,1191250,1224375,795625,903750,444375,416250,1132500,1104375,950625
2414,2019-03-25,2019,3,12994375,2273750,987500,1194375,1224375,795000,874375,452500,420625,1120000,1103750,932500
2415,2019-03-26,2019,3,13011250,2276875,988750,1191250,1224375,786875,866250,475625,418125,1118750,1107500,966875
2416,2019-03-27,2019,3,13043750,2273750,986875,1189375,1225000,784375,876250,490625,425000,1131875,1103750,992500
2417,2019-03-28,2019,3,12956875,2276875,988750,1192500,1224375,763750,893750,486875,419375,1132500,1119375,980625
2418,2019-03-29,2019,3,12723750,2275000,988750,1194375,1224375,773125,913750,455000,419375,1131250,1121875,895625
2419,2019-03-30,2019,3,12644375,2273750,988750,1183750,1225000,795625,880625,435625,424375,1133125,1116250,920000
2420,2019-03-31,2019,3,12600000,2276250,988750,1181875,1225000,791250,851875,438125,441250,1132500,1106875,916250
2421,2019-04-01,2019,4,12552500,2276875,988750,1190000,1225000,781250,833125,452500,434375,1132500,1111875,942500
2422,2019-04-02,2019,4,12511250,2274375,988750,1188125,1224375,776875,821875,462500,438125,1133125,1120000,924375
2423,2019-04-03,2019,4,12431875,2273750,988750,1196250,1224375,788125,830000,462500,446250,1120000,1118750,871250
2424,2019-04-04,2019,4,12378750,2276250,988125,1200000,1225000,795000,849375,467500,440625,1128125,1120000,862500
2425,2019-04-05,2019,4,12361250,2276250,988750,1201875,1225000,797500,863750,472500,450000,1133750,1116875,861875
2426,2019-04-06,2019,4,12278125,2275000,988750,1201875,1224375,796875,868125,451250,458750,1132500,1113125,850625
2427,2019-04-07,2019,4,12258750,2275000,988750,1198750,1223750,788125,868750,456250,462500,1124375,1112500,864375
2428,2019-04-08,2019,4,12313125,2274375,988750,1199375,1225000,793750,892500,485000,463125,1128125,1103750,873125
2429,2019-04-09,2019,4,12363750,2275625,988750,1198125,1224375,797500,916875,502500,465625,1131875,1106875,868125
2430,2019-04-10,2019,4,12335000,2273750,988750,1190625,1224375,797500,922500,510000,461875,1129375,1104375,842500
2431,2019-04-11,2019,4,12320625,2276875,988750,1192500,1224375,797500,929375,516250,470625,1132500,1093125,828750
2432,2019-04-12,2019,4,12259375,2273750,988750,1180625,1225000,797500,935625,520000,468125,1130625,1081875,835625
2433,2019-04-13,2019,4,12228125,2276250,986250,1185625,1224375,797500,957500,517500,461875,1130000,1072500,812500
2434,2019-04-14,2019,4,12182500,2272500,986250,1189375,1225000,797500,958125,508750,451250,1130625,1075625,805625
2435,2019-04-15,2019,4,12141250,2275625,984375,1198125,1224375,797500,968125,500000,443125,1132500,1083125,791875
2436,2019-04-16,2019,4,12146250,2273750,985000,1198750,1223750,797500,975625,476250,438750,1130625,1090625,827500
2437,2019-04-17,2019,4,12073750,2274375,985000,1195000,1223750,797500,941875,461250,398125,1135000,1102500,846875
2438,2019-04-18,2019,4,12048750,2274375,986250,1190625,1220000,797500,940625,457500,415625,1130625,1092500,867500
2439,2019-04-19,2019,4,12033125,2272500,984375,1200000,1225000,797500,952500,450625,401250,1130000,1092500,868125
2440,2019-04-20,2019,4,12038750,2273750,982500,1201250,1224375,797500,937500,442500,440625,1133125,1086250,862500
2441,2019-04-21,2019,4,12062500,2273125,978750,1199375,1220625,796875,936250,465000,445625,1129375,1075000,876875
2442,2019-04-22,2019,4,12001250,2272500,975625,1188125,1213750,794375,930625,478125,441250,1127500,1075625,868750
2443,2019-04-23,2019,4,11954375,2273125,973750,1171875,1213750,786875,938125,484375,443125,1126875,1085000,850000
2444,2019-04-24,2019,4,11997500,2274375,980000,1175625,1213125,778750,937500,491250,432500,1131250,1081250,876875
2445,2019-04-25,2019,4,12010625,2274375,986875,1165625,1211250,787500,936875,493750,425625,1128750,1099375,893125
2446,2019-04-26,2019,4,11920625,2273750,981875,1170625,1208750,794375,945000,486875,408125,1130000,1100625,860625
2447,2019-04-27,2019,4,11901875,2275000,984375,1165625,1211875,793125,952500,485625,413125,1132500,1099375,873750
2448,2019-04-28,2019,4,11800000,2273125,986875,1141875,1216875,785625,943750,480000,403125,1133125,1091875,863125
2449,2019-04-29,2019,4,11725000,2273750,988750,1129375,1219375,788750,947500,485000,399375,1126250,1083750,837500
2450,2019-04-30,2019,4,11658125,2273750,985625,1121875,1213750,790625,953125,482500,395000,1122500,1082500,833750
2451,2019-05-01,2019,5,11595625,2273125,987500,1116875,1215000,792500,937500,486875,399375,1103750,1058125,835625
2452,2019-05-02,2019,5,11546250,2273750,987500,1098750,1216250,788750,928750,483125,402500,1098125,1053125,835625
2453,2019-05-03,2019,5,11505000,2273750,985000,1086875,1214375,777500,947500,490000,411875,1105000,1043750,808125
2454,2019-05-04,2019,5,11463750,2273750,972500,1080625,1210000,782500,945000,484375,419375,1102500,1040625,799375
2455,2019-05-05,2019,5,11388750,2273750,970625,1088750,1214375,763750,925625,474375,420625,1086875,1037500,795000
2456,2019-05-06,2019,5,11338750,2275000,968125,1087500,1210000,746250,916250,472500,429375,1080000,1036250,782500
2457,2019-05-07,2019,5,11264375,2273125,963125,1080625,1202500,735625,917500,475000,425000,1069375,1022500,785625
2458,2019-05-08,2019,5,11226875,2271875,962500,1071875,1196875,728750,916250,481875,420625,1058750,1017500,785000
2459,2019-05-09,2019,5,11221875,2274375,971875,1065000,1202500,726250,905000,466875,421250,1057500,1033750,785625
2460,2019-05-10,2019,5,11183125,2274375,976875,1068125,1206250,733125,873125,443125,418750,1054375,1037500,781250
2461,2019-05-11,2019,5,11160000,2273125,965000,1068750,1207500,738750,871250,442500,418125,1053125,1035625,781875
2462,2019-05-12,2019,5,11078750,2274375,944375,1069375,1208125,742500,878750,423125,412500,1051875,1020000,763750
2463,2019-05-13,2019,5,11000625,2274375,939375,1063125,1213125,746250,876250,381875,414375,1041875,1003750,758125
2464,2019-05-14,2019,5,10957500,2273750,941875,1058125,1218125,769375,890000,355625,406875,1042500,1010625,737500
2465,2019-05-15,2019,5,10900000,2273750,929375,1056250,1219375,774375,886250,331250,405625,1032500,1012500,740000
2466,2019-05-16,2019,5,10798125,2272500,916250,1058750,1218125,774375,851250,320000,404375,1021875,1009375,719375
2467,2019-05-17,2019,5,10728125,2272500,896875,1049375,1218750,775625,827500,320625,403750,1016875,1019375,704375
2468,2019-05-18,2019,5,10657500,2273125,879375,1043750,1217500,776875,807500,318125,402500,1016875,1017500,674375
2469,2019-05-19,2019,5,10605000,2274375,857500,1041250,1216875,779375,798750,319375,399375,1014375,1018125,661875
2470,2019-05-20,2019,5,10520000,2272500,828750,1040625,1209375,771250,796250,320000,390000,1012500,1002500,656875
2471,2019-05-21,2019,5,10420625,2271875,809375,1035000,1202500,767500,789375,316875,381250,1013750,998125,623750
2472,2019-05-22,2019,5,10358750,2277500,793125,1036250,1198750,751875,792500,318750,381875,1008750,995000,597500
2473,2019-05-23,2019,5,10295625,2278750,790625,1023125,1195000,743125,790625,325000,389375,1010625,983750,579375
2474,2019-05-24,2019,5,10237500,2277500,773750,1018125,1195625,732500,776250,320000,386875,1008125,960000,598750
2475,2019-05-25,2019,5,10193125,2276250,768750,1016250,1188125,722500,763125,315625,398125,1006875,943750,602500
2476,2019-05-26,2019,5,10174375,2277500,763750,1013750,1189375,721250,742500,320000,404375,1009375,948125,601875
2477,2019-05-27,2019,5,10091875,2277500,774375,1006250,1176875,719375,720625,309375,405625,1003125,945625,574375
2478,2019-05-28,2019,5,9915625,2277500,748750,1001250,1179375,719375,712500,293750,392500,997500,920625,509375
2479,2019-05-29,2019,5,9849375,2276250,728125,999375,1183125,719375,708750,293125,392500,994375,901875,492500
2480,2019-05-30,2019,5,9813125,2276875,724375,995625,1186250,716250,710000,285625,391250,990000,898125,486250
2481,2019-05-31,2019,5,9756875,2276875,717500,986875,1183125,714375,691875,266250,393125,991250,883125,498125
2482,2019-06-01,2019,6,9676875,2276875,707500,974375,1180000,706875,686250,256875,386875,988125,874375,491250
2483,2019-06-02,2019,6,9638750,2278125,696875,965625,1182500,695625,681250,261250,386875,986875,875625,478125
2484,2019-06-03,2019,6,9593750,2275625,692500,961875,1181875,688750,669375,267500,386250,985625,855625,480625
2485,2019-06-04,2019,6,9525000,2275625,693750,953125,1181250,688750,646875,268125,388125,976875,833750,475000
2486,2019-06-05,2019,6,9482500,2275000,678125,940625,1193125,680000,645000,266875,394375,980000,830625,456250
2487,2019-06-06,2019,6,9411875,2276250,666250,932500,1196250,677500,650000,272500,394375,970000,800000,440000
2488,2019-06-07,2019,6,9353125,2274375,650000,931875,1199375,665000,646250,275000,397500,972500,787500,423125
2489,2019-06-08,2019,6,9301875,2273125,658125,921250,1192500,668125,628125,273125,398125,968750,788125,414375
2490,2019-06-09,2019,6,9193125,2274375,646875,927500,1186875,637500,647500,277500,394375,961875,706875,411875
2491,2019-06-10,2019,6,9032500,2276250,650000,915000,1139375,565000,661875,281250,391250,915000,701250,417500
2492,2019-06-11,2019,6,8847500,2277500,664375,910625,1076250,499375,667500,291875,386875,865000,703125,395625
2493,2019-06-12,2019,6,8703750,2278125,663125,915625,1040000,486250,652500,293750,368125,831250,693750,376875
2494,2019-06-13,2019,6,8672500,2252500,673125,900000,1060625,522500,653750,298750,354375,837500,679375,336875
2495,2019-06-14,2019,6,8537500,2211250,678125,893750,1061875,536250,640000,289375,340625,815625,663125,308125
2496,2019-06-15,2019,6,8402500,2275000,673125,891875,1089375,458125,617500,300625,318125,731875,646250,306250
2497,2019-06-16,2019,6,8210625,2275000,668750,883750,1041250,457500,575000,305625,331250,665000,608750,306250
2498,2019-06-17,2019,6,8231250,2276875,671875,863750,1070625,522500,538125,301875,280625,740000,584375,296875
2499,2019-06-18,2019,6,8246875,2277500,696250,861875,1134375,516250,523750,306250,276875,702500,584375,287500
2500,2019-06-19,2019,6,8142500,2276250,673750,857500,1120000,430000,520625,308750,287500,780625,573750,235000
2501,2019-06-20,2019,6,8111875,2278125,695000,850000,1113125,463750,503750,303125,255000,783750,558125,235000
2502,2019-06-21,2019,6,7960000,2276875,689375,828750,1131875,435000,460000,298125,228750,783125,544375,221875
2503,2019-06-22,2019,6,7768125,2277500,665000,830625,1116250,432500,422500,299375,224375,699375,523125,220625
2504,2019-06-23,2019,6,7805625,2276250,698750,830000,1106250,473750,393750,286875,214375,767500,511875,191875
2505,2019-06-24,2019,6,7686250,2275000,693750,818750,1051250,466250,339375,292500,217500,815625,461250,208125
2506,2019-06-25,2019,6,7568750,2269375,723750,827500,1039375,443750,346875,295000,236250,833125,361250,148750
2507,2019-06-26,2019,6,7420625,2271250,722500,818750,1026875,406875,348750,286875,242500,771875,316250,169375
2508,2019-06-27,2019,6,7215000,2271250,697500,798125,1011250,395625,331875,273125,222500,718125,276250,180000
