,date,SIE,AO,BS,CS,ESS,LS,KS,BNS,GS,CA,HB,BB
0,2013-01-01,11578750.0,2205625.0,988750.0,1184375.0,1225000.0,797500.0,757500.0,73125.0,415000.0,1131875.0,1121875.0,690000.0
1,2013-01-02,11648125.0,2196875.0,988750.0,1183750.0,1225000.0,797500.0,765625.0,73125.0,416875.0,1133125.0,1122500.0,680000.0
2,2013-01-03,11738125.0,2192500.0,988750.0,1191875.0,1224375.0,797500.0,751250.0,73750.0,426875.0,1131250.0,1123125.0,701875.0
3,2013-01-04,11808750.0,2193750.0,988750.0,1191875.0,1224375.0,797500.0,737500.0,76250.0,439375.0,1128125.0,1122500.0,715000.0
4,2013-01-05,11844375.0,2193750.0,988750.0,1185625.0,1224375.0,797500.0,728125.0,83750.0,428750.0,1126875.0,1123750.0,746875.0
5,2013-01-06,11934375.0,2185000.0,988750.0,1183125.0,1224375.0,797500.0,735000.0,91875.0,428750.0,1131875.0,1123125.0,775000.0
6,2013-01-07,12028750.0,2159375.0,988750.0,1190000.0,1225000.0,797500.0,751250.0,87500.0,451875.0,1133125.0,1123750.0,771875.0
7,2013-01-08,12051250.0,2141250.0,988750.0,1199375.0,1225000.0,797500.0,751875.0,93125.0,457500.0,1133750.0,1121250.0,750000.0
8,2013-01-09,12059375.0,2163125.0,988750.0,1205000.0,1225000.0,797500.0,733750.0,110000.0,450625.0,1131250.0,1121875.0,762500.0
9,2013-01-10,12162500.0,2178125.0,988750.0,1203750.0,1225000.0,797500.0,742500.0,135000.0,451250.0,1120625.0,1123125.0,796875.0
10,2013-01-11,12221250.0,2195625.0,988750.0,1199375.0,1224375.0,797500.0,762500.0,131875.0,465000.0,1127500.0,1120625.0,825625.0
11,2013-01-12,12357500.0,2223125.0,988750.0,1196875.0,1224375.0,796875.0,794375.0,139375.0,470000.0,1131250.0,1121250.0,864375.0
12,2013-01-13,12378125.0,2239375.0,988750.0,1187500.0,1224375.0,797500.0,802500.0,148125.0,461250.0,1132500.0,1120000.0,821875.0
13,2013-01-14,12462500.0,2251875.0,988125.0,1182500.0,1225000.0,797500.0,813125.0,171875.0,454375.0,1130625.0,1122500.0,797500.0
14,2013-01-15,12609375.0,2254375.0,988750.0,1190000.0,1225000.0,797500.0,839375.0,221875.0,449375.0,1131875.0,1123125.0,790000.0
15,2013-01-16,12726875.0,2250000.0,988750.0,1198125.0,1225000.0,797500.0,865625.0,258125.0,460625.0,1120000.0,1123125.0,835000.0
16,2013-01-17,12679375.0,2239375.0,988750.0,1206250.0,1225000.0,797500.0,886875.0,229375.0,450625.0,1113125.0,1118125.0,852500.0
17,2013-01-18,12634375.0,2234375.0,988750.0,1206250.0,1225000.0,797500.0,904375.0,216250.0,451875.0,1116250.0,1118750.0,896250.0
18,2013-01-19,12649375.0,2248125.0,988750.0,1206250.0,1225000.0,797500.0,914375.0,219375.0,445625.0,1103750.0,1120000.0,920000.0
19,2013-01-20,12658125.0,2243125.0,988750.0,1201250.0,1224375.0,797500.0,918125.0,275000.0,437500.0,1106250.0,1121875.0,913750.0
20,2013-01-21,12726875.0,2243125.0,988750.0,1195625.0,1225000.0,797500.0,905000.0,280625.0,448750.0,1103125.0,1123750.0,926250.0
21,2013-01-22,12766250.0,2255625.0,988750.0,1191250.0,1224375.0,795625.0,880625.0,255000.0,451250.0,1096875.0,1121250.0,900000.0
22,2013-01-23,12774375.0,2251875.0,988750.0,1186875.0,1225000.0,796875.0,873750.0,219375.0,454375.0,1090000.0,1120625.0,881875.0
23,2013-01-24,12919375.0,2251875.0,988750.0,1191875.0,1224375.0,797500.0,876250.0,231875.0,465625.0,1085625.0,1113125.0,890625.0
24,2013-01-25,13045625.0,2256875.0,988750.0,1200625.0,1224375.0,797500.0,887500.0,278125.0,469375.0,1086875.0,1111875.0,866875.0
25,2013-01-26,13093125.0,2260000.0,988750.0,1206250.0,1224375.0,797500.0,895000.0,313750.0,466250.0,1087500.0,1119375.0,873750.0
26,2013-01-27,13112500.0,2260000.0,988750.0,1206250.0,1225000.0,797500.0,899375.0,340625.0,466875.0,1100000.0,1121250.0,900625.0
27,2013-01-28,13141250.0,2263125.0,988750.0,1206250.0,1225000.0,797500.0,905625.0,351250.0,466250.0,1121250.0,1120625.0,910625.0
28,2013-01-29,13146875.0,2261250.0,988750.0,1206250.0,1225000.0,797500.0,902500.0,366250.0,468125.0,1130625.0,1121250.0,928750.0
29,2013-01-30,13130625.0,2264375.0,988750.0,1206250.0,1225000.0,797500.0,894375.0,360625.0,468750.0,1130000.0,1122500.0,953750.0
30,2013-01-31,13160000.0,2264375.0,988750.0,1206250.0,1224375.0,797500.0,890000.0,334375.0,474375.0,1133125.0,1119375.0,943750.0
31,2013-02-01,13181875.0,2264375.0,988750.0,1206250.0,1225000.0,797500.0,888750.0,320000.0,486875.0,1130000.0,1112500.0,923125.0
32,2013-02-02,13165625.0,2268125.0,988750.0,1204375.0,1225000.0,797500.0,892500.0,320000.0,489375.0,1115000.0,1109375.0,905625.0
33,2013-02-03,13196875.0,2265000.0,988750.0,1198750.0,1225000.0,797500.0,894375.0,308750.0,484375.0,1113125.0,1123125.0,965625.0
34,2013-02-04,13221875.0,2259375.0,988750.0,1200000.0,1224375.0,797500.0,891250.0,306875.0,477500.0,1120000.0,1122500.0,988125.0
35,2013-02-05,13215625.0,2260625.0,988750.0,1204375.0,1224375.0,797500.0,885000.0,300000.0,485625.0,1127500.0,1122500.0,950000.0
36,2013-02-06,13267500.0,2265000.0,988750.0,1206250.0,1224375.0,797500.0,889375.0,291875.0,491875.0,1123750.0,1110625.0,930000.0
37,2013-02-07,13415000.0,2265625.0,988750.0,1206250.0,1225000.0,797500.0,891875.0,310625.0,495625.0,1125000.0,1118750.0,966875.0
38,2013-02-08,13515625.0,2259375.0,988750.0,1206250.0,1225000.0,797500.0,895000.0,340000.0,500625.0,1123125.0,1123125.0,1001250.0
39,2013-02-09,13554375.0,2260625.0,988750.0,1206250.0,1225000.0,797500.0,900625.0,335625.0,498125.0,1128125.0,1121250.0,1014375.0
40,2013-02-10,13625000.0,2265000.0,988750.0,1206250.0,1225000.0,797500.0,898125.0,320000.0,483750.0,1126875.0,1122500.0,1041875.0
41,2013-02-11,13636250.0,2269375.0,988750.0,1200625.0,1225000.0,796875.0,886250.0,326875.0,465000.0,1129375.0,1123125.0,1041875.0
42,2013-02-12,13787500.0,2272500.0,988750.0,1205625.0,1225000.0,797500.0,884375.0,346250.0,488750.0,1128750.0,1121250.0,1053750.0
43,2013-02-13,13843125.0,2270625.0,988750.0,1206250.0,1224375.0,797500.0,896875.0,342500.0,483750.0,1133750.0,1123125.0,1058125.0
44,2013-02-14,13860000.0,2270000.0,988750.0,1204375.0,1224375.0,797500.0,907500.0,332500.0,486875.0,1130625.0,1122500.0,1036875.0
45,2013-02-15,13893125.0,2270000.0,988750.0,1205625.0,1225000.0,797500.0,889375.0,328750.0,497500.0,1131875.0,1123750.0,1029375.0
46,2013-02-16,13846875.0,2275625.0,988750.0,1206250.0,1225000.0,797500.0,873750.0,345000.0,502500.0,1133125.0,1123125.0,1027500.0
47,2013-02-17,13858750.0,2271875.0,988750.0,1206250.0,1225000.0,797500.0,888750.0,370625.0,503750.0,1132500.0,1123125.0,1031250.0
48,2013-02-18,13808750.0,2275000.0,988750.0,1206250.0,1224375.0,797500.0,916875.0,381250.0,508125.0,1131875.0,1121875.0,1015625.0
49,2013-02-19,13803125.0,2275625.0,988750.0,1206250.0,1225000.0,797500.0,912500.0,409375.0,505625.0,1131875.0,1122500.0,1003750.0
50,2013-02-20,13867500.0,2274375.0,988750.0,1204375.0,1225000.0,797500.0,923750.0,411875.0,499375.0,1130625.0,1118125.0,992500.0
51,2013-02-21,13901875.0,2276250.0,988750.0,1198125.0,1225000.0,797500.0,921875.0,405625.0,496250.0,1128125.0,1119375.0,991875.0
52,2013-02-22,13955625.0,2275625.0,988750.0,1198750.0,1224375.0,797500.0,925000.0,426250.0,498750.0,1133125.0,1123750.0,996875.0
53,2013-02-23,14034375.0,2276875.0,988750.0,1201250.0,1224375.0,797500.0,938125.0,445000.0,487500.0,1131250.0,1122500.0,1006875.0
54,2013-02-24,14088125.0,2273125.0,988750.0,1196875.0,1225000.0,797500.0,941250.0,462500.0,482500.0,1128125.0,1123125.0,1021250.0
55,2013-02-25,14203750.0,2274375.0,988750.0,1195625.0,1225000.0,797500.0,947500.0,468750.0,480625.0,1129375.0,1120625.0,1027500.0
56,2013-02-26,14219375.0,2275625.0,988125.0,1196875.0,1225000.0,797500.0,951250.0,457500.0,478125.0,1128750.0,1123125.0,1043125.0
57,2013-02-27,14233125.0,2275625.0,988750.0,1201250.0,1225000.0,797500.0,950625.0,464375.0,473125.0,1128125.0,1123125.0,1050000.0
58,2013-02-28,14209375.0,2275625.0,986875.0,1196250.0,1225000.0,797500.0,946875.0,456875.0,470000.0,1130000.0,1121875.0,1042500.0
59,2013-03-01,14225000.0,2275000.0,988750.0,1198750.0,1224375.0,797500.0,946875.0,463750.0,478750.0,1130000.0,1121250.0,1036250.0
60,2013-03-02,14139375.0,2275000.0,988125.0,1201875.0,1224375.0,797500.0,950000.0,468750.0,476250.0,1133125.0,1121250.0,1008750.0
61,2013-03-03,14013750.0,2273750.0,988750.0,1196875.0,1225000.0,797500.0,956875.0,492500.0,468750.0,1131875.0,1121875.0,974375.0
62,2013-03-04,14035625.0,2275000.0,987500.0,1200625.0,1224375.0,797500.0,965000.0,503125.0,461250.0,1133125.0,1117500.0,965625.0
63,2013-03-05,14021250.0,2275000.0,988750.0,1195000.0,1225000.0,797500.0,969375.0,503750.0,463125.0,1131875.0,1115625.0,980625.0
64,2013-03-06,14013750.0,2273125.0,988750.0,1194375.0,1224375.0,797500.0,973750.0,505000.0,452500.0,1130000.0,1123125.0,981250.0
65,2013-03-07,13991875.0,2275000.0,988750.0,1198125.0,1224375.0,797500.0,978125.0,521875.0,448750.0,1132500.0,1122500.0,993125.0
66,2013-03-08,13995625.0,2273125.0,985625.0,1193125.0,1225000.0,797500.0,977500.0,545625.0,456875.0,1128750.0,1121250.0,1006875.0
67,2013-03-09,14068750.0,2273750.0,979375.0,1187500.0,1225000.0,797500.0,981875.0,563125.0,462500.0,1127500.0,1121250.0,1025625.0
68,2013-03-10,14130625.0,2275000.0,983750.0,1199375.0,1225000.0,797500.0,985000.0,563750.0,475625.0,1131250.0,1123125.0,1030000.0
69,2013-03-11,14084375.0,2274375.0,988750.0,1205625.0,1224375.0,797500.0,979375.0,575000.0,486250.0,1131875.0,1118125.0,1016250.0
70,2013-03-12,14100625.0,2274375.0,988750.0,1206250.0,1225000.0,797500.0,986250.0,583750.0,481250.0,1128750.0,1116875.0,999375.0
71,2013-03-13,14200625.0,2275000.0,988750.0,1206250.0,1225000.0,797500.0,1001250.0,608125.0,484375.0,1123750.0,1117500.0,1020000.0
72,2013-03-14,14182500.0,2273125.0,988750.0,1206250.0,1225000.0,797500.0,991875.0,614375.0,486875.0,1125000.0,1117500.0,1008125.0
73,2013-03-15,14058750.0,2274375.0,988750.0,1201875.0,1225000.0,797500.0,972500.0,613750.0,506875.0,1128750.0,1107500.0,942500.0
74,2013-03-16,14121250.0,2273750.0,988750.0,1199375.0,1224375.0,797500.0,973750.0,608125.0,506875.0,1128125.0,1117500.0,950625.0
75,2013-03-17,14166250.0,2275000.0,988750.0,1201875.0,1224375.0,797500.0,974375.0,601875.0,493750.0,1125625.0,1121875.0,948750.0
76,2013-03-18,14131875.0,2274375.0,986875.0,1205000.0,1224375.0,797500.0,985625.0,587500.0,483750.0,1119375.0,1123125.0,942500.0
77,2013-03-19,14049375.0,2273750.0,988750.0,1206250.0,1225000.0,797500.0,986875.0,579375.0,475625.0,1116875.0,1120625.0,939375.0
78,2013-03-20,13851875.0,2274375.0,988750.0,1206250.0,1224375.0,797500.0,976875.0,584375.0,446250.0,1120625.0,1121250.0,923125.0
79,2013-03-21,13765625.0,2274375.0,988750.0,1206250.0,1225000.0,797500.0,979375.0,585625.0,431875.0,1122500.0,1116875.0,904375.0
80,2013-03-22,13688125.0,2273750.0,988750.0,1206250.0,1224375.0,797500.0,991875.0,610000.0,430625.0,1135000.0,1098125.0,874375.0
81,2013-03-23,13671875.0,2274375.0,988750.0,1206250.0,1225000.0,797500.0,995000.0,635000.0,434375.0,1130000.0,1087500.0,853125.0
82,2013-03-24,13665625.0,2274375.0,988750.0,1206250.0,1224375.0,797500.0,1001250.0,652500.0,445625.0,1133125.0,1078750.0,841250.0
83,2013-03-25,13719375.0,2275625.0,988125.0,1206250.0,1224375.0,797500.0,1004375.0,657500.0,448125.0,1133750.0,1076875.0,840625.0
84,2013-03-26,13804375.0,2274375.0,978750.0,1206250.0,1225000.0,797500.0,1003125.0,656250.0,456875.0,1131875.0,1084375.0,851875.0
85,2013-03-27,13760625.0,2276250.0,982500.0,1206250.0,1224375.0,797500.0,1004375.0,620625.0,470000.0,1131875.0,1085625.0,858750.0
86,2013-03-28,13687500.0,2279375.0,988750.0,1206250.0,1225000.0,797500.0,995000.0,592500.0,483125.0,1124375.0,1088750.0,881250.0
87,2013-03-29,13710625.0,2278750.0,988750.0,1206250.0,1225000.0,797500.0,980000.0,590000.0,486250.0,1127500.0,1106875.0,886875.0
88,2013-03-30,13696875.0,2276250.0,988750.0,1206250.0,1225000.0,797500.0,976250.0,588750.0,486250.0,1128125.0,1108125.0,890000.0
89,2013-03-31,13703125.0,2278125.0,988750.0,1206250.0,1225000.0,797500.0,970625.0,578750.0,494375.0,1126250.0,1110000.0,890000.0
90,2013-04-01,13690625.0,2275625.0,988750.0,1206250.0,1225000.0,797500.0,958125.0,560625.0,503750.0,1128125.0,1098125.0,898125.0
91,2013-04-02,13618125.0,2276250.0,988750.0,1205000.0,1224375.0,797500.0,955625.0,545000.0,518125.0,1131875.0,1080625.0,900000.0
92,2013-04-03,13495625.0,2274375.0,988750.0,1205625.0,1225000.0,797500.0,951250.0,525625.0,521875.0,1127500.0,1075625.0,881250.0
93,2013-04-04,13378750.0,2274375.0,988750.0,1204375.0,1225000.0,797500.0,948125.0,525625.0,528125.0,1129375.0,1080625.0,860000.0
94,2013-04-05,13335625.0,2277500.0,988750.0,1205000.0,1224375.0,797500.0,951250.0,544375.0,518750.0,1116250.0,1090625.0,865625.0
95,2013-04-06,13371875.0,2276875.0,988750.0,1205625.0,1225000.0,797500.0,968750.0,566250.0,514375.0,1102500.0,1095000.0,873750.0
96,2013-04-07,13453125.0,2278125.0,988750.0,1206250.0,1225000.0,797500.0,976875.0,600000.0,526875.0,1095000.0,1096250.0,860000.0
97,2013-04-08,13478125.0,2278125.0,988750.0,1206250.0,1225000.0,797500.0,975000.0,626250.0,528125.0,1094375.0,1105000.0,870000.0
98,2013-04-09,13546875.0,2277500.0,988750.0,1206250.0,1225000.0,797500.0,986875.0,639375.0,532500.0,1096875.0,1105625.0,876250.0
99,2013-04-10,13556875.0,2276250.0,988750.0,1205625.0,1224375.0,797500.0,1002500.0,640625.0,530000.0,1105000.0,1094375.0,881250.0
100,2013-04-11,13506250.0,2278125.0,988750.0,1206250.0,1225000.0,786250.0,1003750.0,615000.0,531250.0,1111875.0,1102500.0,874375.0
101,2013-04-12,13457500.0,2276875.0,988750.0,1206250.0,1224375.0,794375.0,1002500.0,603125.0,530000.0,1109375.0,1106875.0,878125.0
102,2013-04-13,13377500.0,2278125.0,988750.0,1206250.0,1225000.0,796875.0,1003125.0,593125.0,531250.0,1112500.0,1096875.0,877500.0
103,2013-04-14,13311250.0,2278750.0,988750.0,1206250.0,1225000.0,797500.0,977500.0,589375.0,521875.0,1107500.0,1096875.0,886875.0
104,2013-04-15,13175625.0,2276875.0,988750.0,1206250.0,1224375.0,797500.0,961875.0,583750.0,520625.0,1119375.0,1085000.0,883750.0
105,2013-04-16,13140000.0,2277500.0,988750.0,1206250.0,1224375.0,797500.0,969375.0,582500.0,510000.0,1129375.0,1093125.0,894375.0
106,2013-04-17,13111250.0,2276875.0,988750.0,1206250.0,1222500.0,796875.0,960625.0,558125.0,512500.0,1127500.0,1095625.0,918750.0
107,2013-04-18,13066250.0,2278750.0,988750.0,1206250.0,1225000.0,793125.0,961250.0,552500.0,510000.0,1133125.0,1110000.0,920000.0
108,2013-04-19,13016250.0,2276875.0,988750.0,1206250.0,1223750.0,777500.0,939375.0,566250.0,520625.0,1131875.0,1116250.0,940625.0
109,2013-04-20,13023125.0,2276875.0,988750.0,1206250.0,1223125.0,771250.0,949375.0,576250.0,509375.0,1132500.0,1117500.0,952500.0
110,2013-04-21,13031875.0,2276875.0,988750.0,1206250.0,1221875.0,784375.0,956250.0,585000.0,496875.0,1131875.0,1118125.0,946250.0
111,2013-04-22,12998750.0,2277500.0,988750.0,1205000.0,1222500.0,797500.0,963125.0,548750.0,495625.0,1133125.0,1107500.0,965000.0
112,2013-04-23,12858750.0,2277500.0,988750.0,1203125.0,1225000.0,797500.0,962500.0,491875.0,485000.0,1135000.0,1101875.0,957500.0
113,2013-04-24,12680625.0,2277500.0,988750.0,1202500.0,1225000.0,797500.0,923125.0,424375.0,478750.0,1131875.0,1114375.0,933125.0
114,2013-04-25,12543125.0,2276250.0,988750.0,1201250.0,1225000.0,796875.0,895625.0,373750.0,484375.0,1131250.0,1111875.0,883125.0
115,2013-04-26,12478750.0,2275000.0,988750.0,1202500.0,1223125.0,795000.0,893125.0,347500.0,496250.0,1126250.0,1106875.0,888125.0
116,2013-04-27,12453750.0,2275000.0,988750.0,1206250.0,1222500.0,796875.0,898125.0,334375.0,498125.0,1124375.0,1106250.0,903125.0
117,2013-04-28,12382500.0,2275625.0,988750.0,1206250.0,1224375.0,795000.0,888750.0,330000.0,491250.0,1126875.0,1105625.0,868125.0
118,2013-04-29,12313125.0,2272500.0,988750.0,1206250.0,1225000.0,788125.0,876250.0,329375.0,491250.0,1124375.0,1082500.0,865000.0
119,2013-04-30,12250625.0,2270625.0,988750.0,1206250.0,1223750.0,771250.0,875000.0,329375.0,496250.0,1124375.0,1057500.0,850625.0
120,2013-05-01,12111875.0,2271250.0,988750.0,1206250.0,1223125.0,736875.0,886875.0,307500.0,503125.0,1123750.0,1032500.0,795000.0
121,2013-05-02,12112500.0,2274375.0,988750.0,1205000.0,1218750.0,722500.0,890000.0,308125.0,504375.0,1111250.0,1097500.0,776875.0
122,2013-05-03,12105625.0,2273750.0,988750.0,1205625.0,1208750.0,727500.0,868750.0,320625.0,500000.0,1109375.0,1081250.0,806250.0
123,2013-05-04,12104375.0,2275000.0,988750.0,1205625.0,1211250.0,726875.0,862500.0,310625.0,494375.0,1125000.0,1075000.0,828750.0
124,2013-05-05,12010000.0,2275625.0,988750.0,1206250.0,1210625.0,728125.0,855000.0,311250.0,469375.0,1130625.0,1083125.0,789375.0
125,2013-05-06,11977500.0,2276250.0,988750.0,1206250.0,1209375.0,731875.0,853750.0,325625.0,458750.0,1128750.0,1085000.0,801875.0
126,2013-05-07,11978125.0,2278750.0,988750.0,1205000.0,1214375.0,737500.0,860000.0,317500.0,463750.0,1128750.0,1091250.0,780625.0
127,2013-05-08,11940000.0,2276875.0,988750.0,1202500.0,1216875.0,738125.0,861875.0,294375.0,470000.0,1123750.0,1098125.0,798125.0
128,2013-05-09,11903750.0,2276875.0,988750.0,1195625.0,1220625.0,734375.0,860000.0,308750.0,471875.0,1120625.0,1076250.0,755000.0
129,2013-05-10,11883750.0,2278125.0,988750.0,1192500.0,1224375.0,732500.0,864375.0,308750.0,473125.0,1123750.0,1078750.0,747500.0
130,2013-05-11,11831750.0,2277875.0,988750.0,1194250.0,1224250.0,722750.0,852875.0,305875.0,466125.0,1122125.0,1068375.0,751250.0
131,2013-05-12,11779750.0,2277625.0,988750.0,1196000.0,1224125.0,713000.0,841375.0,303000.0,459125.0,1120500.0,1058000.0,755000.0
132,2013-05-13,11727750.0,2277375.0,988750.0,1197750.0,1224000.0,703250.0,829875.0,300125.0,452125.0,1118875.0,1047625.0,758750.0
133,2013-05-14,11675750.0,2277125.0,988750.0,1199500.0,1223875.0,693500.0,818375.0,297250.0,445125.0,1117250.0,1037250.0,762500.0
134,2013-05-15,11623750.0,2276875.0,988750.0,1201250.0,1223750.0,683750.0,806875.0,294375.0,438125.0,1115625.0,1026875.0,766250.0
135,2013-05-16,11615000.0,2277500.0,988750.0,1203750.0,1225000.0,693125.0,802500.0,299375.0,434375.0,1128750.0,1000000.0,773125.0
136,2013-05-17,11504375.0,2278125.0,988125.0,1205000.0,1225000.0,694375.0,791875.0,278125.0,431250.0,1104375.0,997500.0,753125.0
137,2013-05-18,11425000.0,2278750.0,985625.0,1206250.0,1225000.0,703125.0,791875.0,250625.0,430000.0,1101875.0,981875.0,752500.0
138,2013-05-19,11353750.0,2276875.0,976875.0,1202500.0,1225000.0,722500.0,780625.0,235000.0,428750.0,1095625.0,975625.0,768125.0
139,2013-05-20,11318750.0,2278750.0,981250.0,1198750.0,1225000.0,730625.0,780000.0,240000.0,423750.0,1095625.0,1015625.0,728750.0
140,2013-05-21,11252500.0,2272500.0,983750.0,1191875.0,1225000.0,722500.0,773750.0,238750.0,430625.0,1096250.0,1008750.0,725000.0
141,2013-05-22,11213750.0,2276250.0,984375.0,1190000.0,1225000.0,715625.0,780000.0,236875.0,430000.0,1086250.0,1007500.0,719375.0
142,2013-05-23,11193750.0,2278125.0,979375.0,1188750.0,1216875.0,715625.0,789375.0,242500.0,422500.0,1075000.0,995000.0,738125.0
143,2013-05-24,11101250.0,2277500.0,976875.0,1183125.0,1213750.0,716875.0,796875.0,232500.0,417500.0,1051250.0,982500.0,728750.0
144,2013-05-25,11079375.0,2276875.0,971875.0,1180625.0,1218750.0,718125.0,812500.0,230625.0,417500.0,1051250.0,963125.0,716250.0
145,2013-05-26,10991875.0,2278125.0,971875.0,1180000.0,1213750.0,705625.0,813750.0,236250.0,415625.0,1038750.0,955000.0,700625.0
146,2013-05-27,10990000.0,2278750.0,965625.0,1177500.0,1215000.0,701875.0,822500.0,241250.0,407500.0,1040000.0,962500.0,705000.0
147,2013-05-28,10923750.0,2278125.0,968750.0,1177500.0,1215000.0,693750.0,802500.0,238125.0,395000.0,1040625.0,957500.0,711875.0
148,2013-05-29,10860000.0,2278125.0,969375.0,1173750.0,1213750.0,698750.0,790000.0,236250.0,386875.0,1034375.0,943125.0,710625.0
149,2013-05-30,10800625.0,2278125.0,971250.0,1168750.0,1212500.0,693750.0,789375.0,227500.0,384375.0,1029375.0,930625.0,704375.0
150,2013-05-31,10713125.0,2278125.0,971875.0,1165000.0,1217500.0,686875.0,786250.0,212500.0,384375.0,1025000.0,923125.0,679375.0
151,2013-06-01,10667500.0,2278750.0,978125.0,1160625.0,1213750.0,686250.0,773750.0,225000.0,374375.0,1016250.0,913750.0,678750.0
152,2013-06-02,10560625.0,2278125.0,982500.0,1148750.0,1205000.0,683125.0,771875.0,213125.0,370000.0,999375.0,900625.0,673750.0
153,2013-06-03,10543125.0,2278125.0,981875.0,1153750.0,1221250.0,680000.0,770000.0,202500.0,369375.0,1005000.0,876875.0,668750.0
154,2013-06-04,10470625.0,2278125.0,986875.0,1158125.0,1221875.0,677500.0,758750.0,171875.0,373750.0,993125.0,851250.0,668750.0
155,2013-06-05,10274375.0,2248125.0,985625.0,1156250.0,1224375.0,680000.0,736250.0,167500.0,358750.0,930625.0,831250.0,640625.0
156,2013-06-06,10178750.0,2240000.0,984375.0,1145625.0,1223125.0,679375.0,746875.0,161250.0,344375.0,926875.0,798750.0,624375.0
157,2013-06-07,10167500.0,2265000.0,985625.0,1135625.0,1223125.0,668750.0,731875.0,171875.0,351875.0,938750.0,785625.0,616875.0
158,2013-06-08,10181250.0,2263750.0,985625.0,1132500.0,1218750.0,665625.0,753750.0,187500.0,368750.0,925000.0,776250.0,623125.0
159,2013-06-09,10071875.0,2268750.0,986875.0,1126250.0,1209375.0,663750.0,755000.0,182500.0,367500.0,900625.0,756875.0,598750.0
160,2013-06-10,10044375.0,2268125.0,979375.0,1113125.0,1191875.0,657500.0,738750.0,193125.0,363125.0,958125.0,745000.0,596250.0
161,2013-06-11,9913750.0,2269375.0,978750.0,1100000.0,1183750.0,636250.0,721250.0,192500.0,356250.0,958125.0,701250.0,577500.0
162,2013-06-12,9820000.0,2271250.0,983750.0,1106875.0,1178125.0,616250.0,717500.0,203125.0,303125.0,936250.0,692500.0,576875.0
163,2013-06-13,9765000.0,2274375.0,975625.0,1096875.0,1138125.0,593750.0,710625.0,208750.0,319375.0,948750.0,675000.0,593750.0
164,2013-06-14,9570000.0,2276250.0,956250.0,1091250.0,1141250.0,492500.0,706250.0,207500.0,310000.0,938125.0,640000.0,578125.0
165,2013-06-15,9448125.0,2276875.0,976250.0,1084375.0,1025000.0,483750.0,686875.0,210000.0,323125.0,942500.0,651875.0,570000.0
166,2013-06-16,9287500.0,2278125.0,943125.0,1076875.0,1003750.0,478750.0,656875.0,213750.0,335625.0,896250.0,640000.0,552500.0
167,2013-06-17,9190625.0,2278125.0,972500.0,1073125.0,1019375.0,478750.0,667500.0,190000.0,285625.0,860000.0,632500.0,527500.0
168,2013-06-18,9052500.0,2277500.0,979375.0,1060000.0,981875.0,489375.0,633750.0,165625.0,264375.0,926250.0,572500.0,502500.0
169,2013-06-19,9150625.0,2266250.0,980000.0,1048750.0,1146250.0,566875.0,603125.0,169375.0,236875.0,943750.0,503750.0,486875.0
170,2013-06-20,9119375.0,2271250.0,980625.0,1039375.0,1175625.0,541875.0,596875.0,166250.0,245000.0,890000.0,526250.0,475625.0
171,2013-06-21,8898125.0,2276875.0,975625.0,1043125.0,1181875.0,541875.0,593750.0,159375.0,197500.0,845000.0,457500.0,445000.0
172,2013-06-22,8788125.0,2276875.0,980000.0,1029375.0,1183750.0,551250.0,594375.0,145625.0,166875.0,880625.0,431250.0,379375.0
173,2013-06-23,8746875.0,2271250.0,978125.0,1026250.0,1192500.0,556250.0,558750.0,122500.0,171875.0,861875.0,439375.0,413125.0
174,2013-06-24,8619375.0,2272500.0,969375.0,1028750.0,1194375.0,543125.0,508750.0,150000.0,195000.0,790625.0,432500.0,392500.0
175,2013-06-25,8417500.0,2268750.0,976250.0,1010625.0,1186875.0,514375.0,489375.0,151875.0,181875.0,771875.0,360625.0,373750.0
176,2013-06-26,8483750.0,2277500.0,967500.0,999375.0,1176875.0,497500.0,498125.0,145625.0,186250.0,892500.0,389375.0,331875.0
177,2013-06-27,8093750.0,2276250.0,960625.0,973125.0,1165625.0,491250.0,479375.0,141250.0,150625.0,873125.0,197500.0,276875.0
178,2013-06-28,8022500.0,2269375.0,956250.0,919375.0,1185000.0,499375.0,514375.0,113125.0,111875.0,764375.0,335625.0,248750.0
179,2013-06-29,7880625.0,2274375.0,931875.0,936875.0,1185000.0,504375.0,484375.0,116875.0,125000.0,738125.0,248750.0,240625.0
180,2013-06-30,7596875.0,2274375.0,947500.0,912500.0,1175000.0,495625.0,432500.0,108125.0,96875.0,610000.0,248750.0,216875.0
181,2013-07-01,7538750.0,2255000.0,949375.0,871250.0,1176875.0,496875.0,410000.0,75625.0,106875.0,800625.0,106875.0,220000.0
182,2013-07-02,7403125.0,2242500.0,921250.0,851875.0,1170625.0,488125.0,373125.0,81250.0,113750.0,837500.0,55625.0,204375.0
183,2013-07-03,7400000.0,2270000.0,905625.0,862500.0,1165625.0,474375.0,376875.0,108750.0,103125.0,815000.0,143125.0,115625.0
184,2013-07-04,7301250.0,2272500.0,910000.0,844375.0,1155000.0,460625.0,361875.0,104375.0,95625.0,827500.0,62500.0,148750.0
185,2013-07-05,7139375.0,2261250.0,898750.0,837500.0,1147500.0,460000.0,332500.0,78750.0,90000.0,788750.0,58750.0,143125.0
